debators,order,party,speaker,line,response
biden-trump,1,republican,trump,148,"i went -- you'll see it as soon as it's finished, you'll see it. you know, what you want to do -- go to the board of elections. there's 118 page or so report that says everything i have, every bank i have -- i'm totally underleveraged because the assets are extremely good, and we have a very, we have a --"
biden-trump,1,moderator,wallace,149," i’m asking a specific question, a specific question, which is --"
biden-trump,1,republican,trump,150,"let me tell you, that i understand --"
biden-trump,1,moderator,wallace,151,"no, mr. president. i'm asking the question. will you tell us how much you paid in federal income taxes in 2016 and 2017?"
biden-trump,1,republican,trump,152,millions of dollars. 
biden-trump,1,moderator,wallace,153,you paid millions of dollars? 
biden-trump,1,republican,trump,154,millions of dollars. millions of dollars. and you'll get to see it. and you’ll get to see it.
biden-trump,1,democrat,biden,155,when?
biden-trump,1,republican,trump,156,"but let me tell you, chris. let me just say something. it was the tax laws-- i don't want to pay tax. before i came here, i was a private developer. i was a private business people. like every other private person, unless they’re stupid, they go through the laws and that's what it is. he passed a tax bill that gave us all these privileges for depreciation, and for tax credits. we built a building and we get tax credits, like the hotel on pennsylvania avenue. you get an asset, which by the way, was given to me by the obama administration, if you can believe that. now the man got fired up right after that happened but--"
biden-trump,1,moderator,wallace,157,"vice president biden, do you want to respond?"
biden-trump,1,democrat,biden,158,"i do want to respond. look, the tax code that made him, put him in a position that he pays less tax to the school teacher, make them, the money a school teacher makes. is because of-- he says he's smart because he can take advantage of the tax code. and he does take advantage of the tax code, but that's why i'm going to eliminate the trump tax cuts. and we're going to eliminate those tax cuts and make sure that we invest in the people who, in fact, need the help. people out there need help--"
