<!DOCTYPE,html>
NA,"<div class=""jump-to-octicon js-jump-to-octicon flex-shrink-0 mr-2 text-center d-none"">"
NA,"<svg title=""Repository"" aria-label=""Repository"" role=""img"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-repo js-jump-to-octicon-repo d-none flex-shrink-0"">"
NA,"<path fill-rule=""evenodd"" d=""M2 2.5A2.5 2.5 0 014.5 0h8.75a.75.75 0 01.75.75v12.5a.75.75 0 01-.75.75h-2.5a.75.75 0 110-1.5h1.75v-2h-8a1 1 0 00-.714 1.7.75.75 0 01-1.072 1.05A2.495 2.495 0 012 11.5v-9zm10.5-1V9h-8c-.356 0-.694.074-1 .208V2.5a1 1 0 011-1h8zM5 12.25v3.25a.25.25 0 00.4.2l1.45-1.087a.25.25 0 01.3 0L8.6 15.7a.25.25 0 00.4-.2v-3.25a.25.25 0 00-.25-.25h-3.5a.25.25 0 00-.25.25z""></path>"
</svg>,NA
NA,"<svg title=""Project"" aria-label=""Project"" role=""img"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-project js-jump-to-octicon-project d-none flex-shrink-0"">"
NA,"<path fill-rule=""evenodd"" d=""M1.75 0A1.75 1.75 0 000 1.75v12.5C0 15.216.784 16 1.75 16h12.5A1.75 1.75 0 0016 14.25V1.75A1.75 1.75 0 0014.25 0H1.75zM1.5 1.75a.25.25 0 01.25-.25h12.5a.25.25 0 01.25.25v12.5a.25.25 0 01-.25.25H1.75a.25.25 0 01-.25-.25V1.75zM11.75 3a.75.75 0 00-.75.75v7.5a.75.75 0 001.5 0v-7.5a.75.75 0 00-.75-.75zm-8.25.75a.75.75 0 011.5 0v5.5a.75.75 0 01-1.5 0v-5.5zM8 3a.75.75 0 00-.75.75v3.5a.75.75 0 001.5 0v-3.5A.75.75 0 008 3z""></path>"
</svg>,NA
NA,"<svg title=""Search"" aria-label=""Search"" role=""img"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search js-jump-to-octicon-search d-none flex-shrink-0"">"
NA,"<path fill-rule=""evenodd"" d=""M11.5 7a4.499 4.499 0 11-8.998 0A4.499 4.499 0 0111.5 7zm-.82 4.74a6 6 0 111.06-1.06l3.04 3.04a.75.75 0 11-1.06 1.06l-3.04-3.04z""></path>"
</svg>,NA
NA,</div>
NA,"<img class=""avatar mr-2 flex-shrink-0 js-jump-to-suggestion-avatar d-none"" alt="""" aria-label=""Team"" src="""" width=""28"" height=""28"">"
NA,"<div class=""jump-to-suggestion-name js-jump-to-suggestion-name flex-auto overflow-hidden text-left no-wrap css-truncate css-truncate-target"">"
NA,</div>
NA,"<div class=""border rounded-1 flex-shrink-0 color-bg-subtle px-1 color-fg-muted ml-1 f6 d-none js-jump-to-badge-search"">"
NA,"<span class=""js-jump-to-badge-search-text-default d-none"" aria-label=""in this repository"">"
NA,In this repository
NA,</span>
NA,"<span class=""js-jump-to-badge-search-text-global d-none"" aria-label=""in all of GitHub"">"
NA,All GitHub
NA,</span>
NA,"<span aria-hidden=""true"" class=""d-inline-block ml-1 v-align-middle"">↵</span>"
NA,</div>
NA,"<div aria-hidden=""true"" class=""border rounded-1 flex-shrink-0 color-bg-subtle px-1 color-fg-muted ml-1 f6 d-none d-on-nav-focus js-jump-to-badge-jump"">"
NA,Jump to
NA,"<span class=""d-inline-block ml-1 v-align-middle"">↵</span>"
NA,</div>
NA,</a>
</li>,NA
</ul>,NA
NA,</div>
NA,</label>
</form>,</div>
</div>,NA
NA,</div>
NA,"<div class=""position-relative mr-3 mb-4 mb-lg-0 d-inline-block"">"
NA,"<a href=""/login?return_to=https%3A%2F%2Fgithub.com%2FEmilHvitfeldt%2Fsmltar%2Fblob%2Fmaster%2Fdata%2Fcomplaints.csv.gz"""
NA,"class=""HeaderMenu-link flex-shrink-0 no-underline"""
NA,"data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;,&quot;payload&quot;:{&quot;location_in_page&quot;:&quot;site header menu&quot;,&quot;repository_id&quot;:null,&quot;auth_type&quot;:&quot;SIGN_UP&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""e6b624dd411ab8802352e1492f00fbb61f42ef0f56ec0ea60435c60fd9538450"""
NA,"data-ga-click=""(Logged out) Header, clicked Sign in, text:sign-in"">"
NA,Sign in
NA,</a>
NA,</div>
NA,"<a href=""/signup?ref_cta=Sign+up&amp;ref_loc=header+logged+out&amp;ref_page=%2F%3Cuser-name%3E%2F%3Crepo-name%3E%2Fblob%2Fshow&amp;source=header-repo&amp;source_repo=EmilHvitfeldt%2Fsmltar"""
NA,"class=""HeaderMenu-link flex-shrink-0 d-inline-block no-underline border color-border-default rounded px-2 py-1"""
NA,"data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;,&quot;payload&quot;:{&quot;location_in_page&quot;:&quot;site header menu&quot;,&quot;repository_id&quot;:null,&quot;auth_type&quot;:&quot;SIGN_UP&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""e6b624dd411ab8802352e1492f00fbb61f42ef0f56ec0ea60435c60fd9538450"""
NA,"data-hydro-click=""{&quot;event_type&quot;:&quot;analytics.event&quot;,&quot;payload&quot;:{&quot;category&quot;:&quot;Sign up&quot;,&quot;action&quot;:&quot;click to sign up for account&quot;,&quot;label&quot;:&quot;ref_page:/&lt;user-name&gt;/&lt;repo-name&gt;/blob/show;ref_cta:Sign up;ref_loc:header logged out&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""5611fcdc3c52e133e79325596b22410f2807703110934b68b1944e79b3b7bb53"" data-analytics-event=""{&quot;category&quot;:&quot;Sign up&quot;,&quot;action&quot;:&quot;click to sign up for account&quot;,&quot;label&quot;:&quot;ref_page:/&lt;user-name&gt;/&lt;repo-name&gt;/blob/show;ref_cta:Sign up;ref_loc:header logged out&quot;}"""
NA,>
NA,Sign up
NA,</a>
NA,</div>
NA,</div>
NA,</div>
</header>,NA
NA,</div>
NA,"<div id=""start-of-content"" class=""show-on-focus""></div>"
NA,"<div data-pjax-replace id=""js-flash-container"">"
NA,"<template class=""js-flash-template"">"
NA,"<div class=""flash flash-full  {{ className }}"">"
NA,"<div class="" px-2"" >"
NA,"<button class=""flash-close js-flash-close"" type=""button"" aria-label=""Dismiss this message"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x"">"
NA,"<path fill-rule=""evenodd"" d=""M3.72 3.72a.75.75 0 011.06 0L8 6.94l3.22-3.22a.75.75 0 111.06 1.06L9.06 8l3.22 3.22a.75.75 0 11-1.06 1.06L8 9.06l-3.22 3.22a.75.75 0 01-1.06-1.06L6.94 8 3.72 4.78a.75.75 0 010-1.06z""></path>"
</svg>,NA
NA,</button>
NA,<div>{{ message }}</div>
NA,</div>
</div>,NA
NA,</template>
</div>,NA
NA,"<include-fragment class=""js-notification-shelf-include-fragment"" data-base-src=""https://github.com/notifications/beta/shelf""></include-fragment>"
NA,<div
NA,"class=""application-main ""
    data-commit-hovercards-enabled
    data-discussion-hovercards-enabled
    data-issue-and-pr-hovercards-enabled
  >
        <div itemscope itemtype=""http://schema.org/SoftwareSourceCode"" class="""">
    <main id=""js-repo-pjax-container"" data-pjax-container >
      

    







  <div id=""repository-container-header"" class=""pt-3 hide-full-screen mb-5"" style=""background-color: var(--color-page-header-bg);"" data-pjax-replace>"
NA,"<div class=""d-flex mb-3 px-3 px-md-4 px-lg-5"">"
NA,"<div class=""flex-auto min-width-0 width-fit mr-3"">"
NA,"<h1 class="" d-flex flex-wrap flex-items-center wb-break-word f3 text-normal"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-repo color-fg-muted mr-2"">"
NA,"<path fill-rule=""evenodd"" d=""M2 2.5A2.5 2.5 0 014.5 0h8.75a.75.75 0 01.75.75v12.5a.75.75 0 01-.75.75h-2.5a.75.75 0 110-1.5h1.75v-2h-8a1 1 0 00-.714 1.7.75.75 0 01-1.072 1.05A2.495 2.495 0 012 11.5v-9zm10.5-1V9h-8c-.356 0-.694.074-1 .208V2.5a1 1 0 011-1h8zM5 12.25v3.25a.25.25 0 00.4.2l1.45-1.087a.25.25 0 01.3 0L8.6 15.7a.25.25 0 00.4-.2v-3.25a.25.25 0 00-.25-.25h-3.5a.25.25 0 00-.25.25z""></path>"
</svg>,NA
NA,"<span class=""author flex-self-stretch"" itemprop=""author"">"
NA,"<a class=""url fn"" rel=""author"" data-hovercard-type=""user"" data-hovercard-url=""/users/EmilHvitfeldt/hovercard"" data-octo-click=""hovercard-link-click"" data-octo-dimensions=""link_type:self"" href=""/EmilHvitfeldt"">EmilHvitfeldt</a>"
NA,</span>
NA,"<span class=""mx-1 flex-self-stretch color-fg-muted"">/</span>"
NA,"<strong itemprop=""name"" class=""mr-2 flex-self-stretch"">"
NA,"<a data-pjax=""#repo-content-pjax-container"" href=""/EmilHvitfeldt/smltar"">smltar</a>"
NA,</strong>
NA,"<span></span><span class=""Label Label--secondary v-align-middle mr-1"">Public</span>"
</h1>,NA
NA,</div>
NA,"<ul class=""pagehead-actions flex-shrink-0 d-none d-md-inline"" style=""padding: 2px 0;"">"
NA,<li>
NA,"<a href=""/login?return_to=%2FEmilHvitfeldt%2Fsmltar"" rel=""nofollow"" data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;,&quot;payload&quot;:{&quot;location_in_page&quot;:&quot;notification subscription menu watch&quot;,&quot;repository_id&quot;:null,&quot;auth_type&quot;:&quot;LOG_IN&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""c17475c453a14ed90be4fe2d4f8d38a21c248167071c77126df74eb48a74dfee"" aria-label=""You must be signed in to change notification settings"" data-view-component=""true"" class=""tooltipped tooltipped-s btn-sm btn"">  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-bell mr-2"">"
NA,"<path d=""M8 16a2 2 0 001.985-1.75c.017-.137-.097-.25-.235-.25h-3.5c-.138 0-.252.113-.235.25A2 2 0 008 16z""></path><path fill-rule=""evenodd"" d=""M8 1.5A3.5 3.5 0 004.5 5v2.947c0 .346-.102.683-.294.97l-1.703 2.556a.018.018 0 00-.003.01l.001.006c0 .002.002.004.004.006a.017.017 0 00.006.004l.007.001h10.964l.007-.001a.016.016 0 00.006-.004.016.016 0 00.004-.006l.001-.007a.017.017 0 00-.003-.01l-1.703-2.554a1.75 1.75 0 01-.294-.97V5A3.5 3.5 0 008 1.5zM3 5a5 5 0 0110 0v2.947c0 .05.015.098.042.139l1.703 2.555A1.518 1.518 0 0113.482 13H2.518a1.518 1.518 0 01-1.263-2.36l1.703-2.554A.25.25 0 003 7.947V5z""></path>"
</svg>Notifications,NA
</a>,NA
NA,</li>
NA,<li>
NA,"<a href=""/login?return_to=%2FEmilHvitfeldt%2Fsmltar"" rel=""nofollow"" data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;,&quot;payload&quot;:{&quot;location_in_page&quot;:&quot;repo details fork button&quot;,&quot;repository_id&quot;:127393589,&quot;auth_type&quot;:&quot;LOG_IN&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""caa2b4b5ffcb5dea66b8c751278582e34988f425590653b97f725e7b0355e8fd"" aria-label=""You must be signed in to fork a repository"" data-view-component=""true"" class=""tooltipped tooltipped-s btn-sm btn"">  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-repo-forked mr-2"">"
NA,"<path fill-rule=""evenodd"" d=""M5 3.25a.75.75 0 11-1.5 0 .75.75 0 011.5 0zm0 2.122a2.25 2.25 0 10-1.5 0v.878A2.25 2.25 0 005.75 8.5h1.5v2.128a2.251 2.251 0 101.5 0V8.5h1.5a2.25 2.25 0 002.25-2.25v-.878a2.25 2.25 0 10-1.5 0v.878a.75.75 0 01-.75.75h-4.5A.75.75 0 015 6.25v-.878zm3.75 7.378a.75.75 0 11-1.5 0 .75.75 0 011.5 0zm3-8.75a.75.75 0 100-1.5.75.75 0 000 1.5z""></path>"
</svg>Fork,NA
NA,"<span id=""repo-network-counter"" data-pjax-replace=""true"" title=""48"" data-view-component=""true"" class=""Counter"">48</span>"
</a>,NA
NA,</li>
NA,<li>
NA,"<div data-view-component=""true"" class=""BtnGroup d-flex"">"
NA,"<a href=""/login?return_to=%2FEmilHvitfeldt%2Fsmltar"" rel=""nofollow"" data-hydro-click=""{&quot;event_type&quot;:&quot;authentication.click&quot;,&quot;payload&quot;:{&quot;location_in_page&quot;:&quot;star button&quot;,&quot;repository_id&quot;:127393589,&quot;auth_type&quot;:&quot;LOG_IN&quot;,&quot;originating_url&quot;:&quot;https://github.com/EmilHvitfeldt/smltar/blob/master/data/complaints.csv.gz&quot;,&quot;user_id&quot;:null}}"" data-hydro-click-hmac=""bbc837e4950e9d543ce5c7e3dd38475f63591164642c00b8eb0d94485140b197"" aria-label=""You must be signed in to star a repository"" data-view-component=""true"" class=""tooltipped tooltipped-s btn-sm btn BtnGroup-item"">  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-star v-align-text-bottom d-inline-block mr-2"">"
NA,"<path fill-rule=""evenodd"" d=""M8 .25a.75.75 0 01.673.418l1.882 3.815 4.21.612a.75.75 0 01.416 1.279l-3.046 2.97.719 4.192a.75.75 0 01-1.088.791L8 12.347l-3.766 1.98a.75.75 0 01-1.088-.79l.72-4.194L.818 6.374a.75.75 0 01.416-1.28l4.21-.611L7.327.668A.75.75 0 018 .25zm0 2.445L6.615 5.5a.75.75 0 01-.564.41l-3.097.45 2.24 2.184a.75.75 0 01.216.664l-.528 3.084 2.769-1.456a.75.75 0 01.698 0l2.77 1.456-.53-3.084a.75.75 0 01.216-.664l2.24-2.183-3.096-.45a.75.75 0 01-.564-.41L8 2.694v.001z""></path>"
</svg><span,"data-view-component=""true"" class=""d-inline"">"
NA,Star
</span>,"<span id=""repo-stars-counter-star"" aria-label=""192 users starred this repository"" data-singular-suffix=""user starred this repository"" data-plural-suffix=""users starred this repository"" data-pjax-replace=""true"" title=""192"" data-view-component=""true"" class=""Counter js-social-count"">192</span>"
</a>,"<button disabled=""disabled"" aria-label=""You must be signed in to add this repository to a list"" type=""button"" data-view-component=""true"" class=""btn-sm btn BtnGroup-item px-2"">  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-triangle-down"">"
NA,"<path d=""M4.427 7.427l3.396 3.396a.25.25 0 00.354 0l3.396-3.396A.25.25 0 0011.396 7H4.604a.25.25 0 00-.177.427z""></path>"
</svg>,NA
</button></div>,NA
NA,</li>
NA,<li>
NA,</li>
</ul>,NA
NA,</div>
NA,"<div id=""responsive-meta-container"" data-pjax-replace>"
</div>,NA
<nav,"data-pjax=""#js-repo-pjax-container"" aria-label=""Repository"" data-view-component=""true"" class=""js-repo-nav js-sidenav-container-pjax js-responsive-underlinenav overflow-hidden UnderlineNav px-3 px-md-4 px-lg-5"">"
NA,"<ul data-view-component=""true"" class=""UnderlineNav-body list-style-none"">"
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""code-tab"" href=""/EmilHvitfeldt/smltar"" data-tab-item=""i0code-tab"" data-selected-links=""repo_source repo_downloads repo_commits repo_releases repo_tags repo_branches repo_packages repo_deployments /EmilHvitfeldt/smltar"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g c"" data-ga-click=""Repository, Navigation click, Code tab"" aria-current=""page"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item selected"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-code UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M4.72 3.22a.75.75 0 011.06 1.06L2.06 8l3.72 3.72a.75.75 0 11-1.06 1.06L.47 8.53a.75.75 0 010-1.06l4.25-4.25zm6.56 0a.75.75 0 10-1.06 1.06L13.94 8l-3.72 3.72a.75.75 0 101.06 1.06l4.25-4.25a.75.75 0 000-1.06l-4.25-4.25z""></path>"
</svg>,NA
NA,"<span data-content=""Code"">Code</span>"
NA,"<span id=""code-repo-tab-count"" data-pjax-replace="""" title=""Not available"" data-view-component=""true"" class=""Counter""></span>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""issues-tab"" href=""/EmilHvitfeldt/smltar/issues"" data-tab-item=""i1issues-tab"" data-selected-links=""repo_issues repo_labels repo_milestones /EmilHvitfeldt/smltar/issues"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g i"" data-ga-click=""Repository, Navigation click, Issues tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-issue-opened UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path d=""M8 9.5a1.5 1.5 0 100-3 1.5 1.5 0 000 3z""></path><path fill-rule=""evenodd"" d=""M8 0a8 8 0 100 16A8 8 0 008 0zM1.5 8a6.5 6.5 0 1113 0 6.5 6.5 0 01-13 0z""></path>"
</svg>,NA
NA,"<span data-content=""Issues"">Issues</span>"
NA,"<span id=""issues-repo-tab-count"" data-pjax-replace="""" title=""7"" data-view-component=""true"" class=""Counter"">7</span>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""pull-requests-tab"" href=""/EmilHvitfeldt/smltar/pulls"" data-tab-item=""i2pull-requests-tab"" data-selected-links=""repo_pulls checks /EmilHvitfeldt/smltar/pulls"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g p"" data-ga-click=""Repository, Navigation click, Pull requests tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-git-pull-request UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M7.177 3.073L9.573.677A.25.25 0 0110 .854v4.792a.25.25 0 01-.427.177L7.177 3.427a.25.25 0 010-.354zM3.75 2.5a.75.75 0 100 1.5.75.75 0 000-1.5zm-2.25.75a2.25 2.25 0 113 2.122v5.256a2.251 2.251 0 11-1.5 0V5.372A2.25 2.25 0 011.5 3.25zM11 2.5h-1V4h1a1 1 0 011 1v5.628a2.251 2.251 0 101.5 0V5A2.5 2.5 0 0011 2.5zm1 10.25a.75.75 0 111.5 0 .75.75 0 01-1.5 0zM3.75 12a.75.75 0 100 1.5.75.75 0 000-1.5z""></path>"
</svg>,NA
NA,"<span data-content=""Pull requests"">Pull requests</span>"
NA,"<span id=""pull-requests-repo-tab-count"" data-pjax-replace="""" title=""1"" data-view-component=""true"" class=""Counter"">1</span>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""actions-tab"" href=""/EmilHvitfeldt/smltar/actions"" data-tab-item=""i3actions-tab"" data-selected-links=""repo_actions /EmilHvitfeldt/smltar/actions"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g a"" data-ga-click=""Repository, Navigation click, Actions tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-play UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M1.5 8a6.5 6.5 0 1113 0 6.5 6.5 0 01-13 0zM8 0a8 8 0 100 16A8 8 0 008 0zM6.379 5.227A.25.25 0 006 5.442v5.117a.25.25 0 00.379.214l4.264-2.559a.25.25 0 000-.428L6.379 5.227z""></path>"
</svg>,NA
NA,"<span data-content=""Actions"">Actions</span>"
NA,"<span id=""actions-repo-tab-count"" data-pjax-replace="""" title=""Not available"" data-view-component=""true"" class=""Counter""></span>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""projects-tab"" href=""/EmilHvitfeldt/smltar/projects?type=beta"" data-tab-item=""i4projects-tab"" data-selected-links=""repo_projects new_repo_project repo_project /EmilHvitfeldt/smltar/projects?type=beta"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g b"" data-ga-click=""Repository, Navigation click, Projects tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-table UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M0 1.75C0 .784.784 0 1.75 0h12.5C15.216 0 16 .784 16 1.75v3.585a.746.746 0 010 .83v8.085A1.75 1.75 0 0114.25 16H6.309a.748.748 0 01-1.118 0H1.75A1.75 1.75 0 010 14.25V6.165a.746.746 0 010-.83V1.75zM1.5 6.5v7.75c0 .138.112.25.25.25H5v-8H1.5zM5 5H1.5V1.75a.25.25 0 01.25-.25H5V5zm1.5 1.5v8h7.75a.25.25 0 00.25-.25V6.5h-8zm8-1.5h-8V1.5h7.75a.25.25 0 01.25.25V5z""></path>"
</svg>,NA
NA,"<span data-content=""Projects"">Projects</span>"
NA,"<span id=""projects-repo-tab-count"" data-pjax-replace="""" title=""0"" hidden=""hidden"" data-view-component=""true"" class=""Counter"">0</span>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""wiki-tab"" href=""/EmilHvitfeldt/smltar/wiki"" data-tab-item=""i5wiki-tab"" data-selected-links=""repo_wiki /EmilHvitfeldt/smltar/wiki"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g w"" data-ga-click=""Repository, Navigation click, Wikis tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-book UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M0 1.75A.75.75 0 01.75 1h4.253c1.227 0 2.317.59 3 1.501A3.744 3.744 0 0111.006 1h4.245a.75.75 0 01.75.75v10.5a.75.75 0 01-.75.75h-4.507a2.25 2.25 0 00-1.591.659l-.622.621a.75.75 0 01-1.06 0l-.622-.621A2.25 2.25 0 005.258 13H.75a.75.75 0 01-.75-.75V1.75zm8.755 3a2.25 2.25 0 012.25-2.25H14.5v9h-3.757c-.71 0-1.4.201-1.992.572l.004-7.322zm-1.504 7.324l.004-5.073-.002-2.253A2.25 2.25 0 005.003 2.5H1.5v9h3.757a3.75 3.75 0 011.994.574z""></path>"
</svg>,NA
NA,"<span data-content=""Wiki"">Wiki</span>"
NA,"<span id=""wiki-repo-tab-count"" data-pjax-replace="""" title=""Not available"" data-view-component=""true"" class=""Counter""></span>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""security-tab"" href=""/EmilHvitfeldt/smltar/security"" data-tab-item=""i6security-tab"" data-selected-links=""security overview alerts policy token_scanning code_scanning /EmilHvitfeldt/smltar/security"" data-pjax=""#repo-content-pjax-container"" data-hotkey=""g s"" data-ga-click=""Repository, Navigation click, Security tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-shield UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M7.467.133a1.75 1.75 0 011.066 0l5.25 1.68A1.75 1.75 0 0115 3.48V7c0 1.566-.32 3.182-1.303 4.682-.983 1.498-2.585 2.813-5.032 3.855a1.7 1.7 0 01-1.33 0c-2.447-1.042-4.049-2.357-5.032-3.855C1.32 10.182 1 8.566 1 7V3.48a1.75 1.75 0 011.217-1.667l5.25-1.68zm.61 1.429a.25.25 0 00-.153 0l-5.25 1.68a.25.25 0 00-.174.238V7c0 1.358.275 2.666 1.057 3.86.784 1.194 2.121 2.34 4.366 3.297a.2.2 0 00.154 0c2.245-.956 3.582-2.104 4.366-3.298C13.225 9.666 13.5 8.36 13.5 7V3.48a.25.25 0 00-.174-.237l-5.25-1.68zM9 10.5a1 1 0 11-2 0 1 1 0 012 0zm-.25-5.75a.75.75 0 10-1.5 0v3a.75.75 0 001.5 0v-3z""></path>"
</svg>,NA
NA,"<span data-content=""Security"">Security</span>"
NA,"<include-fragment src=""/EmilHvitfeldt/smltar/security/overall-count"" accept=""text/fragment+html""></include-fragment>"
</a></li>,NA
NA,"<li data-view-component=""true"" class=""d-inline-flex"">"
NA,"<a id=""insights-tab"" href=""/EmilHvitfeldt/smltar/pulse"" data-tab-item=""i7insights-tab"" data-selected-links=""repo_graphs repo_contributors dependency_graph dependabot_updates pulse people community /EmilHvitfeldt/smltar/pulse"" data-pjax=""#repo-content-pjax-container"" data-ga-click=""Repository, Navigation click, Insights tab"" data-view-component=""true"" class=""UnderlineNav-item hx_underlinenav-item no-wrap js-responsive-underlinenav-item js-selected-navigation-item"">"
NA,"<svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-graph UnderlineNav-octicon d-none d-sm-inline"">"
NA,"<path fill-rule=""evenodd"" d=""M1.5 1.75a.75.75 0 00-1.5 0v12.5c0 .414.336.75.75.75h14.5a.75.75 0 000-1.5H1.5V1.75zm14.28 2.53a.75.75 0 00-1.06-1.06L10 7.94 7.53 5.47a.75.75 0 00-1.06 0L3.22 8.72a.75.75 0 001.06 1.06L7 7.06l2.47 2.47a.75.75 0 001.06 0l5.25-5.25z""></path>"
</svg>,NA
NA,"<span data-content=""Insights"">Insights</span>"
NA,"<span id=""insights-repo-tab-count"" data-pjax-replace="""" title=""Not available"" data-view-component=""true"" class=""Counter""></span>"
</a></li>,NA
</ul>,NA
